customer_id,customer_segment,city,signup_date
C00345,Family,Peshawar,2025-04-10
C00346,Regular,Islamabad,2023-06-28
C00347,Family,Karachi,2024-12-15
C00348,Small Business,Islamabad,2025-11-05
C00349,Family,Karachi,2023-06-07
C00350,Family,Islamabad,2025-03-13
C00351,Regular,Islamabad,2023-04-26
C00352,Small Business,Faisalabad,2023-06-27
C00353,Regular,Peshawar,2023-10-05
C00354,Regular,Islamabad,2024-07-29
C00355,Family,Islamabad,2025-04-15
C00356,Premium,Rawalpindi,2023-04-29
C00357,Regular,Rawalpindi,2023-02-12
C00358,Regular,Rawalpindi,2025-02-10
C00359,Family,Islamabad,2023-12-11
C00360,Regular,Rawalpindi,2024-09-25
C00361,Family,Islamabad,2024-03-27
C00362,Family,Karachi,2024-09-07
C00363,Regular,Peshawar,2023-12-19
C00364,Regular,Karachi,2025-06-21
C00365,Family,Karachi,2023-05-04
C00366,Regular,Karachi,2025-03-30
C00367,Regular,Rawalpindi,2024-03-31
C00368,Small Business,Karachi,2023-04-08
C00369,Family,Peshawar,2025-08-17
C00370,Regular,Faisalabad,2025-03-22
C00371,Regular,Rawalpindi,2023-06-14
C00372,Family,Peshawar,2024-07-30
C00373,Family,Karachi,2023-06-16
C00374,Regular,Islamabad,2023-07-21
C00375,Regular,Lahore,2023-11-12
C00376,Regular,Rawalpindi,2024-01-05
C00377,Small Business,Islamabad,2025-11-14
C00378,Premium,Lahore,2024-06-26
C00379,Premium,Lahore,2024-03-22
C00380,Family,Islamabad,2025-07-03
C00381,Premium,Rawalpindi,2023-02-10
C00382,Small Business,Rawalpindi,2025-07-28
C00383,Premium,Rawalpindi,2023-02-09
C00384,Regular,Karachi,2023-04-19
C00385,Regular,Karachi,2023-02-05
C00386,Premium,Lahore,2024-04-15
C00387,Small Business,Peshawar,2025-11-08
C00388,Regular,Faisalabad,2025-06-17
C00389,Family,Islamabad,2023-03-18
C00390,Regular,Rawalpindi,2024-10-03
C00391,Family,Rawalpindi,2025-09-25
C00392,Regular,Rawalpindi,2025-06-29
C00393,Regular,Rawalpindi,2023-10-27
C00394,Premium,Karachi,2024-09-28
C00395,Family,Lahore,2024-01-11
C00396,Family,Islamabad,2023-08-26
C00397,Regular,Islamabad,2025-07-28
C00398,Premium,Rawalpindi,2024-06-19
C00399,Regular,Karachi,2024-05-21
C00400,Regular,Islamabad,2024-07-02
C00401,Regular,Islamabad,2023-08-14
C00402,Regular,Karachi,2025-08-10
C00403,Family,Islamabad,2024-09-28
C00404,Small Business,Karachi,2024-01-14
C00405,Family,Islamabad,2024-09-29
C00406,Regular,Karachi,2023-09-08
C00407,Regular,Rawalpindi,2024-06-02
C00408,Premium,Islamabad,2025-03-08
C00409,Regular,Karachi,2025-06-01
C00410,Family,Islamabad,2024-03-22
C00411,Regular,Karachi,2025-02-01
C00412,Premium,Faisalabad,2024-05-30
C00413,Family,Islamabad,2023-03-24
C00414,Regular,Lahore,2025-11-06
C00415,Regular,Karachi,2025-07-14
C00416,Family,Rawalpindi,2024-12-19
C00417,Family,Lahore,2023-02-24
C00418,Regular,Islamabad,2024-12-16
C00419,Regular,Rawalpindi,2023-09-11
C00420,Premium,Rawalpindi,2025-09-21
C00421,Regular,Karachi,2023-04-06
C00422,Family,Lahore,2025-02-01
C00423,Regular,Karachi,2024-02-21
C00424,Family,Peshawar,2025-10-13
C00425,Small Business,Faisalabad,2025-04-13
C00426,Regular,Islamabad,2024-11-05
C00427,Small Business,Karachi,2024-07-08
C00428,Premium,Rawalpindi,2024-09-17
C00429,Family,Rawalpindi,2024-10-13
C00430,Regular,Peshawar,2023-10-30
C00431,Premium,Lahore,2024-07-24
C00432,Family,Rawalpindi,2023-09-03
C00433,Regular,Islamabad,2023-10-20
C00434,Regular,Karachi,2024-07-20
C00435,Regular,Peshawar,2024-11-06
C00436,Regular,Karachi,2023-03-04
C00437,Regular,Karachi,2025-11-11
C00438,Regular,Islamabad,2023-06-29
C00439,Family,Rawalpindi,2024-08-10
C00440,Family,Lahore,2025-01-24
C00441,Regular,Karachi,2023-10-14
C00442,Family,Rawalpindi,2024-12-24
C00443,Regular,Islamabad,2024-06-24
C00444,Regular,Faisalabad,2023-01-31
C00445,Regular,Islamabad,2025-07-14
C00446,Regular,Karachi,2023-06-23
C00447,Regular,Rawalpindi,2023-05-09
C00448,Family,Peshawar,2024-10-19
C00449,Regular,Islamabad,2023-07-22
C00450,Family,Karachi,2024-03-10
C00451,Premium,Faisalabad,2023-02-07
C00452,Small Business,Karachi,2024-09-19
C00453,Regular,Karachi,2025-07-21
C00454,Family,Faisalabad,2023-05-18
C00455,Regular,Peshawar,2024-09-02
C00456,Family,Karachi,2025-07-07
C00457,Regular,Rawalpindi,2023-08-16
C00458,Regular,Karachi,2023-10-03
C00459,Small Business,Faisalabad,2024-05-04
C00460,Regular,Karachi,2024-02-03
C00461,Family,Rawalpindi,2023-03-31
C00462,Premium,Rawalpindi,2024-04-23
C00463,Family,Islamabad,2025-09-02
C00464,Premium,Rawalpindi,2024-09-23
C00465,Regular,Faisalabad,2023-12-05
C00466,Regular,Lahore,2025-11-10
C00467,Regular,Islamabad,2023-04-04
C00468,Family,Lahore,2023-08-12
C00469,Family,Faisalabad,2025-11-17
C00470,Regular,Faisalabad,2023-06-22
C00471,Regular,Rawalpindi,2025-05-16
C00472,Family,Rawalpindi,2023-06-04
C00473,Small Business,Rawalpindi,2023-08-27
C00474,Regular,Islamabad,2025-04-05
C00475,Regular,Islamabad,2024-11-26
C00476,Premium,Rawalpindi,2024-02-12
C00477,Premium,Karachi,2023-10-13
C00478,Family,Lahore,2025-09-14
C00479,Family,Rawalpindi,2024-05-08
C00480,Regular,Peshawar,2023-03-12
C00481,Family,Rawalpindi,2025-04-20
C00482,Regular,Islamabad,2024-07-20
C00483,Regular,Lahore,2023-06-29
C00484,Family,Islamabad,2025-03-17
C00485,Premium,Islamabad,2024-07-02
C00486,Small Business,Karachi,2024-06-24
C00487,Regular,Rawalpindi,2025-06-22
C00488,Family,Lahore,2024-03-09
C00489,Small Business,Rawalpindi,2023-02-15
C00490,Small Business,Faisalabad,2025-05-14
C00491,Family,Islamabad,2023-08-08
C00492,Regular,Karachi,2024-06-26
C00493,Regular,Karachi,2024-04-03
C00494,Regular,Faisalabad,2025-08-23
C00495,Regular,Karachi,2023-01-23
C00496,Regular,Rawalpindi,2023-09-12
C00497,Family,Islamabad,2024-02-08
C00498,Regular,Faisalabad,2024-09-29
C00499,Regular,Rawalpindi,2023-08-20
C00500,Family,Rawalpindi,2024-11-06
C00501,Regular,Lahore,2023-07-08
C00502,Small Business,Peshawar,2025-08-24
C00503,Regular,Lahore,2025-09-23
C00504,Regular,Islamabad,2023-04-10
C00505,Premium,Rawalpindi,2024-10-11
C00506,Regular,Karachi,2025-05-08
C00507,Regular,Lahore,2024-01-11
C00508,Premium,Islamabad,2024-12-28
C00509,Premium,Rawalpindi,2025-05-02
C00510,Regular,Rawalpindi,2025-07-05
C00511,Small Business,Islamabad,2024-09-12
C00512,Regular,Lahore,2024-10-10
C00513,Premium,Peshawar,2023-06-01
C00514,Premium,Islamabad,2024-04-28
C00515,Regular,Karachi,2025-02-10
C00516,Family,Rawalpindi,2025-04-28
C00517,Regular,Karachi,2024-01-05
C00518,Family,Lahore,2023-10-30
C00519,Regular,Islamabad,2025-01-29
C00520,Regular,Rawalpindi,2023-03-01
C00521,Regular,Peshawar,2023-08-16
C00522,Regular,Rawalpindi,2025-03-09
C00523,Premium,Faisalabad,2024-12-19
C00524,Regular,Rawalpindi,2025-05-15
C00525,Regular,Rawalpindi,2025-04-05
C00526,Regular,Lahore,2025-06-01
C00527,Family,Peshawar,2023-12-10
C00528,Family,Karachi,2024-04-21
C00529,Regular,Rawalpindi,2024-10-08
C00530,Regular,Islamabad,2025-02-19
C00531,Family,Rawalpindi,2024-02-06
C00532,Family,Rawalpindi,2025-01-30
C00533,Regular,Islamabad,2023-07-11
C00534,Regular,Islamabad,2023-11-04
C00535,Family,Karachi,2024-12-14
C00536,Regular,Rawalpindi,2025-03-26
C00537,Family,Faisalabad,2023-03-22
C00538,Family,Lahore,2025-10-23
C00539,Family,Islamabad,2025-04-21
C00540,Family,Karachi,2024-01-10
C00541,Small Business,Islamabad,2024-11-25
C00542,Regular,Karachi,2023-10-19
C00543,Premium,Rawalpindi,2023-05-01
C00544,Regular,Islamabad,2024-09-13
C00545,Regular,Faisalabad,2025-08-11
C00546,Family,Rawalpindi,2025-07-23
C00547,Premium,Lahore,2023-03-26
C00548,Family,Rawalpindi,2024-10-09
C00549,Small Business,Lahore,2023-03-20
C00550,Regular,Peshawar,2025-10-30
C00551,Regular,Islamabad,2024-03-14
C00552,Family,Rawalpindi,2025-09-09
C00553,Regular,Lahore,2024-06-27
C00554,Regular,Islamabad,2025-01-26
C00555,Premium,Lahore,2023-01-18
C00556,Premium,Faisalabad,2025-01-22
C00557,Family,Peshawar,2024-09-28
C00558,Regular,Lahore,2023-07-09
C00559,Regular,Islamabad,2024-04-22
C00560,Premium,Islamabad,2023-12-30
C00561,Small Business,Peshawar,2023-02-02
C00562,Family,Karachi,2025-05-12
C00563,Regular,Karachi,2024-12-20
C00564,Regular,Lahore,2024-03-02
C00565,Regular,Islamabad,2023-11-22
C00566,Regular,Lahore,2023-08-31
C00567,Small Business,Lahore,2025-03-21
C00568,Regular,Islamabad,2023-03-09
C00569,Regular,Rawalpindi,2024-07-01
C00570,Regular,Karachi,2023-08-26
C00571,Family,Islamabad,2023-03-24
C00572,Family,Rawalpindi,2024-09-06
C00573,Regular,Rawalpindi,2023-10-25
C00574,Regular,Karachi,2025-09-11
C00575,Regular,Rawalpindi,2025-01-26
C00576,Family,Karachi,2024-02-21
C00577,Regular,Rawalpindi,2025-11-15
C00578,Small Business,Rawalpindi,2025-04-20
C00579,Premium,Islamabad,2024-06-14
C00580,Regular,Rawalpindi,2023-05-18
C00581,Family,Faisalabad,2023-03-24
C00582,Regular,Karachi,2025-05-26
C00583,Regular,Karachi,2024-05-15
C00584,Regular,Peshawar,2025-09-14
C00585,Family,Islamabad,2024-05-28
C00586,Regular,Karachi,2024-06-19
C00587,Premium,Karachi,2025-05-29
C00588,Premium,Karachi,2024-04-29
C00589,Small Business,Faisalabad,2024-07-07
C00590,Small Business,Islamabad,2025-08-25
C00591,Regular,Islamabad,2023-09-12
C00592,Premium,Faisalabad,2023-08-31
C00593,Family,Rawalpindi,2025-09-17
C00594,Regular,Faisalabad,2025-09-07
C00595,Family,Lahore,2025-11-12
C00596,Regular,Rawalpindi,2025-09-04
C00597,Regular,Peshawar,2023-01-21
C00598,Premium,Lahore,2025-10-16
C00599,Family,Islamabad,2023-06-16
C00600,Regular,Rawalpindi,2025-08-07
C00601,Family,Islamabad,2025-01-04
C00602,Regular,Faisalabad,2024-07-13
C00603,Family,Peshawar,2024-04-28
C00604,Regular,Islamabad,2024-12-27
C00605,Regular,Rawalpindi,2024-11-25
C00606,Premium,Peshawar,2024-07-21
C00607,Small Business,Islamabad,2023-03-28
C00608,Regular,Islamabad,2023-11-18
C00609,Regular,Islamabad,2023-07-09
C00610,Regular,Faisalabad,2025-11-21
C00611,Family,Lahore,2025-06-15
C00612,Family,Islamabad,2023-01-27
C00613,Regular,Islamabad,2024-10-26
C00614,Small Business,Islamabad,2023-09-25
C00615,Family,Lahore,2024-06-23
C00616,Small Business,Islamabad,2025-09-16
C00617,Small Business,Lahore,2024-09-19
C00618,Family,Faisalabad,2025-10-11
C00619,Regular,Lahore,2023-12-12
C00620,Family,Rawalpindi,2023-10-24
C00621,Regular,Islamabad,2025-06-14
C00622,Family,Rawalpindi,2025-11-30
C00623,Regular,Lahore,2024-11-28
C00624,Regular,Islamabad,2025-05-15
C00625,Regular,Islamabad,2024-03-02
C00626,Regular,Lahore,2025-04-07
C00627,Small Business,Lahore,2023-07-08
C00628,Regular,Karachi,2024-09-01
C00629,Regular,Rawalpindi,2025-03-03
C00630,Regular,Rawalpindi,2024-02-24
C00631,Family,Lahore,2023-10-21
C00632,Small Business,Rawalpindi,2023-01-10
C00633,Regular,Rawalpindi,2024-05-05
C00634,Regular,Peshawar,2024-01-25
C00635,Regular,Faisalabad,2024-12-03
C00636,Small Business,Karachi,2024-02-04
C00637,Regular,Peshawar,2025-01-29
C00638,Regular,Lahore,2023-03-28
C00639,Regular,Rawalpindi,2025-11-20
C00640,Family,Peshawar,2023-03-31
C00641,Regular,Karachi,2024-01-14
C00642,Premium,Islamabad,2023-10-08
C00643,Premium,Faisalabad,2025-04-29
C00644,Premium,Faisalabad,2024-06-10
C00645,Regular,Rawalpindi,2025-03-09
C00646,Family,Rawalpindi,2025-04-04
C00647,Small Business,Rawalpindi,2024-11-20
C00648,Premium,Lahore,2024-09-19
C00649,Regular,Rawalpindi,2024-06-27
C00650,Regular,Islamabad,2024-07-30
C00651,Family,Faisalabad,2025-04-06
C00652,Regular,Karachi,2025-04-28
C00653,Regular,Faisalabad,2024-04-30
C00654,Regular,Karachi,2025-06-22
C00655,Regular,Rawalpindi,2023-01-22
C00656,Family,Peshawar,2024-04-13
C00657,Regular,Rawalpindi,2025-01-01
C00658,Regular,Faisalabad,2024-10-08
C00659,Regular,Rawalpindi,2024-03-09
C00660,Premium,Rawalpindi,2025-09-08
C00661,Regular,Karachi,2023-03-12
